1.226723895672474363e-01,3.639826914252999313e-01
-3.389014492729637840e-01,7.874742429383314590e-01
-2.605082174269146011e-01,3.601679404155108677e-01
6.462799087611846571e-02,-5.336315951236914046e-01
4.347953078663675530e-01,-4.346819518899250889e-01
5.236112002349174732e-01,-3.487289117332674215e-01
1.399480792878915192e-01,-1.481917213613710427e-01
3.689785531220694526e-01,-6.297916421818645638e-01
-2.214324835740549557e-01,3.480196617712197349e-01
1.051789809041451529e-01,3.024579581086361824e-01
9.552783894660171748e-02,-6.564118073574854995e-01
4.950181310025238424e-01,-4.776571687342490158e-01
4.089156634829452797e-01,-4.223056274478547700e-01
-3.554182499066713130e-01,4.139724983814500603e-01
-3.393427426559517679e-01,5.430524970624585057e-01
2.579615051823492822e-01,-3.832807607456153454e-01
2.079440813654430953e-01,-5.060712780268196154e-01
-5.559344237612544593e-01,5.226675499448790729e-01
4.685274071847915223e-01,-2.889465953839538970e-01
-1.307666930432625496e-01,3.418191723667277637e-01
5.291430045948115612e-01,-5.885873059419780562e-01
1.175916563842405033e-01,-2.992038162886296315e-01
2.756068199991472678e-01,-5.721930537912414128e-01
-6.367744833974169349e-01,7.127820440635495025e-01
-3.613426475815584293e-01,1.020489505534071667e-01
-4.099344213298513617e-01,6.055972306438337505e-01
5.433978645904087301e-01,-3.712483535574766513e-01
5.568721950702404389e-01,-4.294991656683958547e-01
-4.849357432287505487e-01,1.227500976492304358e-01
-5.662542684445224239e-01,6.414617364925929710e-01
-4.650529976148951028e-01,1.690867613128492486e-01
-4.686317963207070059e-01,2.237308115886474935e-01
3.516571894226439010e-01,-2.646904054302936515e-01
2.975759137805130128e-01,-8.875961360111084275e-02
-2.748822977121243571e-01,3.713786071710561965e-01
3.887499619987561106e-01,-5.131109701683012059e-01
3.315294627412137540e-01,-3.178626788683296400e-01
-4.018191118191901112e-01,8.512033884806284867e-01
-4.326335646017625547e-01,3.824955749177079700e-01
2.722128843435273060e-01,-3.606689776498153699e-01
3.064122137354493569e-01,-5.286609047145213180e-01
4.863085734817692019e-01,-2.659376423958103586e-01
-6.240562485365428458e-01,6.384215336598402235e-01
-1.924216507197951953e-01,-1.171878355222007173e-01
-2.001088551273123572e-01,4.221558357718584453e-01
-5.181030517810737424e-01,2.963604138836959390e-01
1.885135224050693281e-01,-1.959224106871188531e-01
-3.882215240522266519e-01,5.872316060956942474e-01
3.391306131721643080e-01,-6.610570315642899653e-02
4.175612953447717657e-01,-2.675917677466572719e-01
6.022071195783179620e-01,-3.597774009705964615e-01
-3.162582530602263686e-01,3.182448802817724465e-01
2.601573011668357749e-01,-4.771573953233084753e-01
-3.120102653941039805e-01,4.961163700740679472e-01
2.762229239535622938e-01,-1.101425717853550257e-01
4.147609501084447703e-01,-3.012614348720190835e-02
3.288357238230980584e-01,-2.035098244077037932e-01
-3.256101775245485164e-01,5.527221853145196651e-01
-4.004461577708050557e-01,1.255189704498150260e-01
4.242405335342899209e-01,-2.558928087690948150e-01
-1.905802235398977862e-01,6.013647969507904811e-01
2.142626617656527288e-01,-4.573694877031896366e-01
1.103812287596399183e-01,-2.516353214749552647e-01
-2.336769050947749837e-01,2.601204427353568938e-01
-4.734462999860090116e-01,5.421563763452987850e-01
2.626020984077496179e-01,-2.254434124744078838e-01
-5.778675260729411178e-01,2.778780312034479505e-01
-3.695579914203906413e-01,4.481946613520477185e-01
-6.251091345491818219e-01,4.063965246309603763e-01
-5.969122156872188611e-01,4.596534665985723134e-01
4.776083159265453459e-01,-2.872567247465237505e-01
1.653312117275289594e-01,-2.567417456608748205e-01
1.983803643739659728e-01,-6.067807556022372095e-01
-3.940750034934276114e-01,3.959138367632236699e-01
-1.146560542770883734e-01,3.174753160326515000e-01
4.251036644876965975e-01,-5.438534195029989249e-01
3.730570388257210546e-01,-2.383804096518647442e-01
-2.913495488344645112e-01,-5.474664722424805313e-02
2.161271515221639128e-01,-4.557811572458786986e-01
8.157718376323411236e-02,-4.426304333259087342e-01
3.273931208584117125e-01,-2.004086419361756910e-01
-3.337657943371483693e-01,3.166743677237367494e-01
-6.207880523541586815e-01,4.640129466373791867e-01
3.877311476708796834e-01,-3.894118736035573347e-01
3.244526034007508275e-02,5.011565573496153947e-01
-5.528986751253962828e-02,1.137371678630762634e-01
8.278226144782888651e-01,-4.284680656336860016e-01
3.709128275875808178e-01,-2.795028906073342423e-01
2.392722463469537375e-01,-5.050161951390951254e-01
-7.478459522799244530e-01,5.388007747362195676e-01
